gender,city,state,job,category,amt,dia,mes,ano,hora,minuto,is_fraud
F,Walnut Grove,MN,"Surveyor, insurance",misc_net,22.72,2,7,2023,22,2,0.0
M,Jackson,MI,"Designer, furniture",shopping_pos,8.08,19,8,2023,5,19,0.0
M,Buffalo,NY,"Secretary, company",misc_pos,4.58,15,7,2023,21,21,0.0
M,New York City,NY,Chartered legal executive (England and Wales),gas_transport,4.84,22,3,2023,1,54,0.0
F,Sherrard,IL,Medical secretary,grocery_net,63.62,5,5,2023,8,41,0.0
M,Newcastle,OK,IT consultant,gas_transport,45.69,25,3,2023,2,47,0.0
F,Bethel,OH,"Teacher, secondary school",grocery_net,142.52,27,3,2023,5,30,0.0
M,Saint Clair Shores,MI,Surgeon,food_dining,32.5,27,10,2023,18,31,0.0
M,Hazleton,IA,Emergency planning/management officer,food_dining,67.69,1,10,2023,21,31,0.0
M,Marlborough,MA,Retail buyer,gas_transport,123.28,11,3,2023,9,27,0.0
M,Greensboro,NC,Higher education careers adviser,shopping_pos,14.36,26,8,2023,19,36,0.0
F,Lake Wales,FL,Community arts worker,home,66.15,8,12,2023,22,26,0.0
F,Miami,FL,Early years teacher,kids_pets,25.29,20,12,2023,13,4,0.0
F,Tiffin,OH,Architect,health_fitness,101.0,3,11,2023,18,45,0.0
M,Holt,MI,Counsellor,food_dining,9.58,23,10,2023,21,11,0.0
F,Stafford,VA,Careers information officer,gas_transport,41.92,26,4,2023,8,51,0.0
F,Stafford,VA,Careers information officer,shopping_pos,1.31,13,9,2023,17,43,0.0
F,Carson City,NV,Health and safety inspector,gas_transport,104.8,7,4,2023,0,20,0.0
M,Holt,MI,Counsellor,shopping_pos,21.19,14,9,2023,15,5,0.0
M,Elk Grove Village,IL,Medical laboratory scientific officer,shopping_net,57.83,3,8,2023,16,18,0.0
M,Charlotte,NC,"Scientist, clinical (histocompatibility and immunogenetics)",grocery_pos,57.85,24,5,2023,3,23,0.0
F,Sayville,NY,Private music teacher,grocery_pos,258.36,3,5,2023,9,22,0.0
F,Longwood,FL,"Engineer, broadcasting (operations)",travel,2.9,22,2,2024,18,47,0.0
F,Berlin Heights,OH,"Production assistant, television",health_fitness,71.2,11,11,2023,21,21,0.0
M,Perkins,OK,Regulatory affairs officer,grocery_pos,28.38,8,6,2023,2,30,0.0
M,Newcastle,OK,IT consultant,shopping_pos,11.13,29,8,2023,21,26,0.0
M,Marcus Hook,PA,"Production designer, theatre/television/film",grocery_pos,37.27,2,6,2023,4,8,0.0
F,Georgetown,KY,Phytotherapist,personal_care,7.67,27,1,2024,14,59,0.0
F,Celina,OH,Audiological scientist,entertainment,86.03,16,9,2023,15,40,0.0
M,Hazleton,IA,Emergency planning/management officer,entertainment,7.37,20,9,2023,13,35,0.0
F,Walnut Grove,MN,"Surveyor, insurance",misc_net,7.74,2,7,2023,20,6,0.0
M,York,PA,Radio broadcast assistant,gas_transport,51.48,22,3,2023,7,53,0.0
M,New York City,NY,Chartered legal executive (England and Wales),entertainment,3.38,21,9,2023,19,4,0.0
M,Hazleton,IA,Emergency planning/management officer,kids_pets,51.89,16,12,2023,17,14,0.0
F,Saint Paul,MN,Seismic interpreter,gas_transport,68.04,8,3,2023,6,59,0.0
M,Portage,MI,Research scientist (maths),food_dining,79.66,18,10,2023,18,8,0.0
M,Marcus Hook,PA,"Production designer, theatre/television/film",grocery_pos,80.47,25,5,2023,6,18,0.0
F,Seattle,WA,Interior and spatial designer,entertainment,4.16,1,10,2023,16,20,0.0
F,Walnut Grove,MN,"Surveyor, insurance",shopping_net,4.28,11,8,2023,20,48,0.0
M,Jackson,MI,"Designer, furniture",kids_pets,81.01,22,12,2023,18,22,0.0
F,Tiffin,OH,Architect,kids_pets,126.36,16,12,2023,21,48,0.0
M,Milwaukee,WI,Chiropodist,food_dining,34.58,8,11,2023,16,47,0.0
F,Palm Coast,FL,Learning disability nurse,health_fitness,50.37,8,11,2023,21,31,0.0
M,Fayetteville,AR,"Scientist, marine",grocery_pos,51.61,14,6,2023,7,41,0.0
F,Seattle,WA,Interior and spatial designer,shopping_pos,14.2,4,8,2023,22,42,0.0
M,Grosse Pointe,MI,"Conservator, furniture",home,26.41,24,11,2023,23,52,0.0
M,New York City,NY,Chartered legal executive (England and Wales),home,41.97,23,12,2023,21,17,0.0
F,Columbia,MD,Statistician,shopping_pos,1.82,2,9,2023,12,57,0.0
M,Spring City,TN,"Designer, multimedia",gas_transport,43.09,12,3,2023,10,24,0.0
F,Martinez,CA,Toxicologist,personal_care,73.19,13,1,2024,12,39,0.0
M,Portland,OR,Merchant navy officer,shopping_pos,87.84,2,9,2023,22,53,0.0
F,New Milford,NJ,"Engineer, agricultural",misc_net,73.79,3,6,2023,5,7,0.0
F,Stafford,VA,Careers information officer,personal_care,1.12,18,2,2024,13,39,0.0
M,Riverside,CA,Architectural technologist,kids_pets,13.98,24,12,2023,12,14,0.0
F,Saint Louis,MO,Lawyer,grocery_pos,40.09,29,4,2023,1,19,0.0
M,Perkins,OK,Regulatory affairs officer,gas_transport,67.58,16,3,2023,0,22,0.0
M,Lancaster,CA,Water quality scientist,grocery_pos,51.47,20,5,2023,3,57,0.0
M,Rochester,NY,Soil scientist,health_fitness,123.82,27,10,2023,23,54,0.0
M,Davis City,IA,"Programmer, systems",kids_pets,142.49,24,12,2023,16,42,0.0
F,Palm Coast,FL,Learning disability nurse,food_dining,6.28,11,10,2023,12,33,0.0
F,Buckeye,AZ,"Engineer, aeronautical",home,20.19,14,12,2023,16,40,0.0
F,Hawthorne,FL,Games developer,personal_care,47.16,20,1,2024,21,54,0.0
F,Schenectady,NY,Professor Emeritus,personal_care,42.54,18,1,2024,13,1,0.0
M,Dadeville,AL,Ranger/warden,grocery_pos,53.89,20,5,2023,6,54,0.0
F,Longwood,FL,"Engineer, broadcasting (operations)",misc_net,5.85,15,6,2023,16,22,0.0
F,Champaign,IL,Publishing copy,home,11.9,10,12,2023,16,38,0.0
F,Bronx,NY,Fisheries officer,travel,46.33,3,3,2024,17,32,0.0
M,Dadeville,AL,Ranger/warden,misc_net,21.9,28,6,2023,10,58,0.0
F,Champaign,IL,Publishing copy,shopping_net,2.68,31,7,2023,18,3,0.0
F,San Jose,CA,Broadcast engineer,entertainment,3.62,22,9,2023,6,58,0.0
M,Carlsbad,NM,Nutritional therapist,food_dining,8.76,21,10,2023,22,44,0.0
M,Mesquite,TX,"Engineer, water",grocery_pos,67.67,15,6,2023,7,42,0.0
M,Cumberland,MD,"Teacher, adult education",entertainment,43.55,7,10,2023,13,40,0.0
F,Rhinelander,WI,"Teacher, music",misc_pos,1.38,26,6,2023,9,26,0.0
F,Chula Vista,CA,Call centre manager,entertainment,110.99,10,9,2023,21,47,0.0
F,Miami,FL,Plant breeder/geneticist,shopping_pos,13.2,2,9,2023,18,16,0.0
F,Celina,OH,Audiological scientist,food_dining,90.75,19,10,2023,14,47,0.0
F,Jackson,LA,Recycling officer,shopping_net,3.47,16,7,2023,18,49,0.0
M,Leesburg,GA,Dancer,misc_pos,9.59,15,6,2023,2,42,0.0
M,Seattle,WA,Immigration officer,kids_pets,1.35,27,12,2023,13,32,0.0
M,Fayetteville,AR,"Scientist, marine",health_fitness,3.3,18,11,2023,19,9,0.0
F,Jacksonville,FL,"Social research officer, government",grocery_pos,18.72,7,5,2023,1,27,0.0
F,Salt Lake City,UT,"Programme researcher, broadcasting/film/video",personal_care,9.32,11,2,2024,12,7,0.0
F,Ormond Beach,FL,Speech and language therapist,personal_care,88.24,16,2,2024,23,0,0.0
F,Bethel,OH,"Teacher, secondary school",grocery_pos,215.83,15,5,2023,10,30,0.0
M,Saint Clair Shores,MI,Surgeon,gas_transport,91.85,5,4,2023,6,19,0.0
F,Georgetown,KY,Phytotherapist,grocery_pos,2.07,14,5,2023,2,24,0.0
F,Denver,CO,Clinical embryologist,gas_transport,41.25,25,3,2023,6,0,0.0
F,Lake Wales,FL,Community arts worker,personal_care,31.24,24,1,2024,12,14,0.0
M,Newbury,OH,Podiatrist,misc_net,96.4,12,6,2023,10,41,0.0
M,Yarmouth Port,MA,Electronics engineer,gas_transport,54.15,9,4,2023,1,15,0.0
F,Reno,NV,Best boy,grocery_net,191.12,1,4,2023,5,22,0.0
M,Hialeah,FL,Publishing rights manager,grocery_pos,55.93,19,5,2023,6,17,0.0
F,Mahaffey,PA,Chartered accountant,entertainment,8.16,1,9,2023,11,8,0.0
M,Shelton,CT,"Surveyor, building control",grocery_net,5.32,28,4,2023,0,8,0.0
F,Tualatin,OR,Occupational therapist,home,8.99,13,12,2023,13,35,0.0
M,Union City,IN,Agricultural engineer,travel,78.38,8,3,2024,21,2,0.0
M,Perkins,OK,Regulatory affairs officer,misc_net,68.48,23,6,2023,9,49,0.0
F,Rochester,NY,Management consultant,food_dining,359.62,30,9,2023,9,29,0.0
M,Hialeah,FL,Publishing rights manager,food_dining,56.66,15,10,2023,13,33,0.0
F,Longwood,FL,"Engineer, broadcasting (operations)",food_dining,4.58,9,11,2023,20,57,0.0
M,Levelland,TX,Firefighter,grocery_pos,85.41,12,6,2023,5,54,0.0
F,Seabrook,TX,Broadcast journalist,grocery_pos,34.3,2,6,2023,14,23,0.0
M,Snoqualmie,WA,Museum/gallery curator,kids_pets,1.88,27,12,2023,13,43,0.0
M,Peoria,IL,"Accountant, chartered",gas_transport,36.43,23,3,2023,1,7,0.0
F,Clear Lake,MN,"Engineer, electronics",travel,6.59,26,2,2024,21,29,0.0
M,Chandler,AZ,Special effects artist,gas_transport,5.12,5,4,2023,9,44,0.0
F,Celina,OH,Audiological scientist,misc_pos,125.69,23,6,2023,4,24,0.0
F,Walnut Grove,MN,"Surveyor, insurance",grocery_pos,85.26,4,6,2023,11,26,0.0
M,Brooklyn,NY,International aid/development worker,grocery_pos,78.26,21,5,2023,1,23,0.0
F,Nashville,TN,"Buyer, retail",home,45.99,5,12,2023,17,32,0.0
M,Oakland,CA,"Engineer, communications",grocery_pos,75.78,3,6,2023,8,23,0.0
M,Moreno Valley,CA,Paediatric nurse,misc_pos,35.36,2,7,2023,17,5,0.0
F,Circle Pines,MN,"Programmer, systems",shopping_pos,92.72,8,8,2023,5,58,0.0
M,El Segundo,CA,"Therapist, speech and language",gas_transport,52.67,25,3,2023,7,39,0.0
M,Carlsbad,NM,Nutritional therapist,shopping_net,44.27,8,8,2023,19,17,0.0
F,Gallatin,TN,"Accountant, chartered certified",shopping_pos,167.84,2,9,2023,19,45,0.0
F,Sayville,NY,Private music teacher,grocery_pos,7.67,29,4,2023,3,0,0.0
F,Bronx,NY,Fisheries officer,grocery_pos,58.45,6,5,2023,6,24,0.0
F,Celina,OH,Audiological scientist,shopping_pos,44.21,31,8,2023,12,30,0.0
F,Danville,VA,Academic librarian,grocery_pos,74.56,7,5,2023,1,48,0.0
F,Greendale,WI,Tax inspector,grocery_net,211.93,12,4,2023,1,30,0.0
F,Bethel,OH,"Teacher, secondary school",grocery_pos,7.72,25,5,2023,2,1,0.0
M,Biloxi,MS,Horticultural therapist,food_dining,4.71,8,11,2023,13,13,0.0
F,Sayville,NY,Private music teacher,kids_pets,127.99,30,12,2023,15,51,0.0
M,Newbury,OH,Podiatrist,kids_pets,24.22,15,12,2023,14,24,0.0
F,Boise,ID,Banker,food_dining,75.85,4,10,2023,0,51,0.0
F,Rochester,NY,Management consultant,food_dining,2.65,14,10,2023,14,54,0.0
M,Elk Grove Village,IL,Medical laboratory scientific officer,entertainment,95.35,23,9,2023,14,56,0.0
F,Peoria,AZ,Historic buildings inspector/conservation officer,misc_pos,6.57,23,6,2023,7,11,0.0
M,Hot Springs National Park,AR,Video editor,grocery_net,68.04,8,5,2023,1,38,0.0
F,Springfield,OR,Scientific laboratory technician,shopping_pos,2.27,16,8,2023,6,3,0.0
F,Stafford,VA,Careers information officer,misc_net,7.97,21,6,2023,23,33,0.0
M,Perkins,OK,Regulatory affairs officer,misc_net,42.63,23,6,2023,3,52,0.0
M,Brockton,MA,Hydrogeologist,gas_transport,35.53,12,4,2023,8,59,0.0
F,El Cajon,CA,Bonds trader,shopping_pos,114.02,26,8,2023,20,20,0.0
M,Oakland,CA,"Engineer, communications",travel,5.32,7,3,2024,21,15,0.0
M,Milwaukee,WI,Chiropodist,shopping_net,5.03,8,8,2023,17,24,0.0
F,Saint Louis,MO,Press sub,personal_care,33.8,15,2,2024,14,10,0.0
F,Palm Coast,FL,Learning disability nurse,food_dining,64.86,29,10,2023,20,36,0.0
F,Burbank,CA,Event organiser,personal_care,271.77,19,1,2024,18,15,0.0
M,Murrieta,CA,Counselling psychologist,entertainment,94.05,3,10,2023,16,40,0.0
M,Marlborough,MA,Retail buyer,misc_pos,3.6,5,7,2023,2,20,0.0
M,New York City,NY,Chartered legal executive (England and Wales),food_dining,95.55,20,10,2023,19,46,0.0
M,Hot Springs National Park,AR,Video editor,home,31.42,10,12,2023,12,48,0.0
F,Miami,FL,"Copywriter, advertising",grocery_pos,43.18,10,5,2023,2,52,0.0
F,New York City,NY,Accounting technician,personal_care,30.48,27,1,2024,15,34,0.0
F,Burbank,CA,Event organiser,grocery_net,63.06,3,4,2023,10,15,0.0
F,Schenectady,NY,Professor Emeritus,health_fitness,183.74,12,11,2023,14,2,0.0
F,Buckeye,AZ,"Engineer, aeronautical",grocery_pos,298.45,10,5,2023,0,19,0.0
M,Newcastle,OK,IT consultant,home,2.66,15,12,2023,14,29,0.0
F,Patchogue,NY,Systems analyst,home,62.69,24,11,2023,19,50,0.0
M,Marcus Hook,PA,"Production designer, theatre/television/film",shopping_pos,158.45,14,9,2023,20,55,0.0
F,Denver,CO,Clinical embryologist,gas_transport,35.63,12,4,2023,9,59,0.0
M,Perkins,OK,Regulatory affairs officer,home,34.91,13,12,2023,13,1,0.0
F,New York City,NY,Accounting technician,food_dining,214.01,14,10,2023,19,21,0.0
M,Jackson,MI,"Designer, furniture",kids_pets,138.43,3,1,2024,19,59,0.0
M,Holt,MI,Counsellor,shopping_pos,2.0,10,9,2023,21,10,0.0
M,Island Park,NY,Radiation protection practitioner,shopping_pos,2.44,19,8,2023,21,30,0.0
F,Circle Pines,MN,"Programmer, systems",food_dining,8.45,7,10,2023,11,54,0.0
M,Houston,TX,Health and safety inspector,gas_transport,53.18,26,3,2023,11,9,0.0
F,Seattle,WA,Interior and spatial designer,entertainment,38.46,10,9,2023,23,8,0.0
M,Chickasha,OK,Airline pilot,misc_pos,132.7,3,7,2023,6,36,0.0
F,Martinez,CA,Toxicologist,personal_care,115.44,26,1,2024,20,17,0.0
F,Jackson,LA,Recycling officer,kids_pets,1.2,6,1,2024,16,56,0.0
M,Spring City,TN,"Designer, multimedia",misc_pos,89.38,8,7,2023,17,42,0.0
M,York,PA,Radio broadcast assistant,grocery_net,6.47,26,4,2023,10,45,0.0
M,Marcus Hook,PA,"Production designer, theatre/television/film",grocery_pos,33.62,3,6,2023,8,26,0.0
M,Fort Cobb,OK,Insurance risk surveyor,misc_pos,6.5,10,7,2023,10,38,0.0
M,Portage,MI,Research scientist (maths),gas_transport,6.67,13,4,2023,6,53,0.0
F,Miami,FL,Early years teacher,personal_care,7.25,17,2,2024,12,23,0.0
F,Jackson,LA,Recycling officer,shopping_pos,7.59,2,9,2023,18,24,0.0
M,Hialeah,FL,Publishing rights manager,home,28.4,13,12,2023,17,44,0.0
M,Davis City,IA,"Programmer, systems",entertainment,36.08,13,9,2023,18,24,0.0
F,Sherrard,IL,Medical secretary,gas_transport,35.21,4,4,2023,2,3,0.0
F,Miami,FL,Plant breeder/geneticist,grocery_pos,37.37,16,4,2023,5,48,0.0
M,Marcus Hook,PA,"Production designer, theatre/television/film",misc_pos,7.87,13,7,2023,22,57,0.0
M,New York City,NY,Chartered legal executive (England and Wales),shopping_net,31.24,15,8,2023,22,56,0.0
F,Longwood,FL,"Engineer, broadcasting (operations)",food_dining,22.82,18,11,2023,12,42,0.0
M,Koosharem,UT,"Surveyor, land/geomatics",health_fitness,24.2,26,10,2023,17,31,0.0
F,Sayville,NY,Private music teacher,grocery_net,475.77,15,4,2023,2,0,0.0
M,Moreno Valley,CA,Paediatric nurse,misc_pos,3.98,14,7,2023,20,10,0.0
F,Lake Wales,FL,Community arts worker,kids_pets,21.82,21,12,2023,18,22,0.0
M,Louisville,KY,Adult nurse,grocery_pos,5.07,19,5,2023,6,13,0.0
M,Brockton,MA,Hydrogeologist,home,76.46,23,12,2023,20,46,0.0
F,Milwaukee,WI,Senior tax professional/tax inspector,food_dining,52.58,20,10,2023,18,7,0.0
M,Newcastle,OK,IT consultant,personal_care,2.23,19,2,2024,14,2,0.0
M,Hialeah,FL,Publishing rights manager,grocery_pos,41.85,26,5,2023,6,17,0.0
F,Salt Lake City,UT,"Librarian, public",shopping_pos,65.8,18,8,2023,0,10,0.0
F,Salt Lake City,UT,"Librarian, public",misc_pos,62.21,16,6,2023,1,10,0.0
F,Clear Lake,MN,"Engineer, electronics",shopping_net,718.79,25,7,2023,23,48,0.0
F,Chula Vista,CA,Call centre manager,shopping_pos,68.9,18,8,2023,18,51,0.0
M,Shreveport,LA,"Therapist, horticultural",gas_transport,7.41,17,3,2023,3,38,0.0
F,Broomfield,CO,Television production assistant,grocery_pos,79.0,26,5,2023,4,32,0.0
M,Fisher,IL,Art therapist,food_dining,70.58,30,9,2023,17,26,0.0
M,Davidson,NC,"Engineer, civil (contracting)",kids_pets,54.43,16,12,2023,18,11,0.0
M,Louisville,KY,Adult nurse,gas_transport,8.84,21,3,2023,7,29,0.0
F,Milwaukee,WI,Senior tax professional/tax inspector,health_fitness,4.13,28,10,2023,15,51,0.0
M,Rio Rancho,NM,Clothing/textile technologist,food_dining,3.97,13,11,2023,20,15,0.0
M,Levelland,TX,Firefighter,grocery_pos,3.73,27,5,2023,5,26,0.0
M,Levelland,TX,Firefighter,travel,18.04,29,2,2024,15,23,0.0
M,Lancaster,CA,Water quality scientist,misc_pos,29.61,18,7,2023,13,48,0.0
M,Buffalo,NY,"Secretary, company",entertainment,70.78,10,10,2023,15,33,0.0
M,Portland,OR,Merchant navy officer,home,12.32,12,12,2023,20,20,0.0
F,Martinez,CA,Toxicologist,grocery_pos,46.45,12,5,2023,8,39,0.0
F,Saint Paul,MN,Seismic interpreter,home,36.76,16,12,2023,22,36,0.0
M,Davis City,IA,"Programmer, systems",kids_pets,52.77,4,1,2024,12,48,0.0
M,College Station,TX,"Chemist, analytical",shopping_pos,6.79,29,7,2023,8,42,0.0
F,Milwaukee,WI,Senior tax professional/tax inspector,entertainment,71.84,31,8,2023,1,14,0.0
F,Palm Coast,FL,Learning disability nurse,shopping_net,9.32,14,7,2023,12,14,0.0
F,Tualatin,OR,Occupational therapist,personal_care,108.42,18,1,2024,23,55,0.0
F,Jackson,LA,Recycling officer,food_dining,30.72,16,11,2023,19,47,0.0
F,Evansville,IN,Quarry manager,health_fitness,53.16,28,10,2023,15,12,0.0
F,Bronx,NY,Fisheries officer,gas_transport,71.34,3,4,2023,5,11,0.0
F,Schenectady,NY,Professor Emeritus,grocery_net,235.52,12,4,2023,3,29,0.0
M,Island Park,NY,Radiation protection practitioner,gas_transport,40.76,18,4,2023,0,0,0.0
F,Saint Louis,MO,Lawyer,grocery_pos,1.75,28,4,2023,4,26,0.0
F,Riverside,IL,IT sales professional,home,30.42,15,12,2023,17,59,0.0
M,Burlington,WA,Fish farm manager,travel,7.68,2,3,2024,19,10,0.0
F,Chula Vista,CA,Call centre manager,health_fitness,44.73,10,11,2023,22,21,0.0
F,Saint Louis,MO,Press sub,misc_pos,102.2,15,6,2023,2,19,0.0
M,Chandler,AZ,Special effects artist,home,53.65,22,12,2023,23,57,0.0
M,Murrieta,CA,Counselling psychologist,grocery_net,63.85,29,4,2023,6,36,0.0
F,Hawthorne,FL,Games developer,kids_pets,20.04,29,12,2023,22,7,0.0
F,Longwood,FL,"Engineer, broadcasting (operations)",gas_transport,46.0,9,3,2023,5,3,0.0
F,Palm Coast,FL,Learning disability nurse,misc_pos,40.48,20,6,2023,9,50,0.0
F,Sayville,NY,Private music teacher,home,3.7,16,12,2023,16,50,0.0
F,Columbia,MD,Statistician,travel,83.2,8,3,2024,20,44,0.0
F,Miami,FL,"Copywriter, advertising",home,9.82,9,12,2023,12,32,0.0
F,Gallatin,TN,"Accountant, chartered certified",shopping_pos,8.76,28,8,2023,18,21,0.0
F,Stafford,VA,Careers information officer,entertainment,33.38,13,10,2023,23,29,0.0
M,Hialeah,FL,Publishing rights manager,home,5.8,9,12,2023,15,44,0.0
F,Buckeye,AZ,"Engineer, aeronautical",food_dining,198.87,27,10,2023,22,0,0.0
M,Burlington,WA,Fish farm manager,kids_pets,26.11,30,12,2023,13,20,0.0
F,Midland,NC,Television floor manager,misc_net,69.73,13,6,2023,4,56,0.0
F,Schenectady,NY,Professor Emeritus,misc_net,79.88,2,6,2023,6,1,0.0
F,Berlin Heights,OH,"Production assistant, television",misc_pos,189.45,19,6,2023,9,2,0.0
F,Clear Lake,MN,"Engineer, electronics",travel,57.05,2,3,2024,16,55,0.0
M,Island Park,NY,Radiation protection practitioner,kids_pets,2.82,21,1,2024,21,34,0.0
M,Atlanta,GA,Maintenance engineer,gas_transport,56.89,15,4,2023,11,32,0.0
F,Stafford,VA,Careers information officer,health_fitness,3.5,26,11,2023,16,8,0.0
M,Riverside,CA,Architectural technologist,home,62.74,18,11,2023,18,52,0.0
F,Sayville,NY,Private music teacher,shopping_net,3.86,14,7,2023,16,42,0.0
M,Biloxi,MS,Horticultural therapist,misc_pos,24.82,3,7,2023,19,53,0.0
F,Columbia,MD,Statistician,home,8.19,17,12,2023,15,4,0.0
F,Georgetown,KY,Phytotherapist,home,1.89,1,12,2023,13,41,0.0
M,York,PA,Radio broadcast assistant,shopping_pos,21.94,27,8,2023,23,12,0.0
F,Boston,MA,"Engineer, manufacturing systems",home,65.17,11,12,2023,21,18,0.0
M,Leesburg,GA,Dancer,gas_transport,90.36,14,3,2023,0,28,0.0
M,York,PA,Radio broadcast assistant,food_dining,20.81,12,11,2023,21,19,0.0
M,Ellicott City,MD,"Civil engineer, contracting",grocery_net,4.39,20,4,2023,7,1,0.0
F,Miami,FL,"Copywriter, advertising",travel,142.37,1,3,2024,12,22,0.0
F,New York City,NY,Accounting technician,shopping_net,180.03,13,7,2023,16,54,0.0
F,Fort Worth,TX,"Social research officer, government",gas_transport,154.31,16,3,2023,6,25,0.0
F,District Heights,MD,Midwife,personal_care,9.27,28,1,2024,21,57,0.0
F,Walnut Grove,MN,"Surveyor, insurance",gas_transport,31.59,15,3,2023,10,53,0.0
M,Montgomery,AL,Quarry manager,health_fitness,8.43,3,12,2023,14,16,0.0
M,Oakland,CA,"Engineer, communications",gas_transport,82.67,9,3,2023,6,46,0.0
F,Sandyville,WV,Retail buyer,grocery_net,876.54,7,5,2023,4,54,0.0
M,Canton,GA,Barista,grocery_net,45.91,23,4,2023,4,11,0.0
M,Rio Rancho,NM,Clothing/textile technologist,entertainment,1.6,8,10,2023,21,37,0.0
F,Longwood,FL,"Engineer, broadcasting (operations)",gas_transport,49.31,15,4,2023,5,57,0.0
F,Ormond Beach,FL,Speech and language therapist,personal_care,71.91,14,2,2024,18,24,0.0
M,New York City,NY,Chartered legal executive (England and Wales),misc_pos,101.02,16,7,2023,20,17,0.0
M,Chicago,IL,"Social research officer, government",shopping_pos,69.41,30,7,2023,5,6,0.0
F,Egg Harbor Township,NJ,Biomedical engineer,personal_care,8.99,18,1,2024,22,48,0.0
M,Chandler,AZ,Special effects artist,shopping_net,5.56,1,8,2023,13,31,0.0
M,Fremont,NE,Commissioning editor,shopping_pos,4.8,15,8,2023,12,20,0.0
F,Hawthorne,FL,Games developer,shopping_net,6.26,7,7,2023,18,35,0.0
M,Shelton,CT,"Surveyor, building control",misc_pos,27.68,8,7,2023,18,7,0.0
M,Belle Vernon,PA,Solicitor,kids_pets,78.86,18,12,2023,19,19,0.0
F,Danville,VA,Academic librarian,health_fitness,205.24,19,11,2023,19,39,0.0
M,York,PA,Radio broadcast assistant,kids_pets,6.29,30,12,2023,15,42,0.0
M,Oakland,CA,"Engineer, communications",kids_pets,206.69,29,12,2023,13,0,0.0
M,Montgomery,AL,Quarry manager,shopping_net,24.2,8,8,2023,15,29,0.0
M,Burlington,WA,Fish farm manager,misc_pos,16.94,26,6,2023,22,46,0.0
M,Perkins,OK,Regulatory affairs officer,home,116.56,17,12,2023,18,43,0.0
F,El Cajon,CA,Bonds trader,gas_transport,214.24,13,3,2023,10,24,0.0
M,Milwaukee,WI,Chiropodist,food_dining,72.71,4,11,2023,14,10,0.0
M,Peoria,IL,"Accountant, chartered",misc_net,74.81,24,6,2023,0,41,0.0
M,Mesa,AZ,Associate Professor,grocery_pos,68.75,14,5,2023,5,35,0.0
F,Danville,VA,Academic librarian,gas_transport,8.53,10,3,2023,11,49,0.0
F,Bethel,OH,"Teacher, secondary school",kids_pets,718.88,22,12,2023,14,24,0.0
